"","NGA","PolID","Duration","Pop","Terr","Hier","Gov","Infra","Info","Idea","MilTech","Complexity","Agri","Cap","PolName"
"107","Iceland","IsCommw",2.51982799377572,4.47712125471966,5.01283722470517,3,2,0,10,10.5,24,1.66745295288995,0,2.39794000867204,"Icelandic Commonwealth"
"108","Iceland","IsCommw",2.51982799377572,4.60205999132796,5.01283722470517,3,2,0,16,10.5,25,1.72835378202123,0,2.39794000867204,"Icelandic Commonwealth"
"109","Iceland","NorKing",2.07188200730613,4.84509804001426,5.01283722470517,4,6,0,16,12,27,1.78532983501077,0,2.39794000867204,"Kingdom of Norway"
"110","Crete","GrCrNeo",3.60195140413352,NA,NA,1.25,0,1,0,0,1,0.301029995663981,0.231304837597151,1.72015930340596,"Neolithic Crete"
"122","Crete","GrCrNeo",3.60195140413352,NA,NA,1.25,0,1,0,0,1,0.301029995663981,0.298338090158648,2.12221587827283,"Neolithic Crete"
"128","Crete","GrCrNeo",3.60195140413352,NA,NA,1.25,0,1,0,0,1,0.301029995663981,0.290337523123789,2.44715803134222,"Neolithic Crete"
"132","Crete","GrCrNeo",3.60195140413352,NA,NA,1.25,0,1,0,0,1,0.301029995663981,0.285640057907851,2.5814945422909,"Neolithic Crete"
"150","Crete","GrCrPre",3.04099769242349,NA,NA,1.5,0,2,3,0,9,1.14612803567824,0.266118970349607,3.83569057149243,"Prepalatial Crete"
"156","Crete","GrCrPre",3.04099769242349,NA,NA,1.5,1,2,3,0,9,1.17609125905568,0.262648107933861,3.83569057149243,"Prepalatial Crete"
"159","Crete","GrCrPre",3.04099769242349,NA,NA,1.75,1,2,3,0,9,1.17609125905568,0.260912676725988,3.83569057149243,"Prepalatial Crete"
"161","Crete","GrCrOPa",2.29885307640971,NA,NA,3,2,3,7,1,8,1.32221929473392,0.26004535429998,4.23299611039215,"The Old Palace Crete"
"163","Crete","GrCrNPa",2.39619934709574,NA,NA,4.25,3,6,7,1,19,1.55630250076729,0.259467663586545,4.43933269383026,"New Palace Crete"
"166","Crete","GrCrMPa",2.17318626841227,4.81291335664286,3.69897000433602,4.25,4,6,8,2,20,1.60205999132796,0.549133872517422,4,"Monopalatial Crete"
"167","Crete","GrCrPPa",1.99563519459755,NA,NA,4,4,6,8,1,20,1.5910646070265,0.54852051568168,3,"Postpalatial Crete"
"168","Crete","GrCrFPa",2.29885307640971,NA,NA,1,0,4,2,1,21,1.44715803134222,0.547907158845938,3,"Final Postpalatial Crete"
"170","Crete","GrCrGeo",2.46089784275655,NA,NA,1,0,6,8,3,25,1.6232492903979,0.546680445174454,3.77815125038364,"Geometric Crete"
"173","Crete","GrCrArc",2.32014628611105,NA,2.22271647114758,4,8,7,11,0,25,1.70757017609794,0.547253219674103,3.60205999132796,"Archaic Crete"
"175","Crete","GrCrCls",2.25042000230889,4.24303804868629,2.35218251811136,4,8,6,17,2,26,1.77085201164214,0.547635069340535,3.60205999132796,"Classical Crete"
"177","Crete","GrCrHel",2.40483371661994,4.24303804868629,2.35218251811136,4,8,7,17,2,28,1.79239168949825,0.548016919006967,4.38021124171161,"Hellenistic  Crete"
"189","Crete","GrCrEmr",2.13353890837022,5.39794000867204,3.92095770595545,4,7,8,17,0,36,1.83250891270624,0.831547116602335,4.07918124604763,"The Emirate of Crete"
"191","Crete","TrByzM3",2.11394335230684,6.74036268949424,5.75966784468963,7,11,11,18,2,38,1.90308998699194,0.833333333333333,5.39794000867204,"Byzantine Empire III"
"192","Crete","TrByzM3",2.11394335230684,6.8228216453031,5.73239375982297,7,11,11,18,2,38,1.90308998699194,0.833333333333333,5.39794000867204,"Byzantine Empire III"
"193","Crete","ItVenR3",2.55509444857832,6.35218251811136,NA,5.25,10,10,12,0,38,1.84509804001426,0.833333333333333,5.23044892137827,"Republic of Venice III"
"196","Crete","ItVenR4",2.02118929906994,6.35218251811136,NA,5.25,10,8,12,0,37,1.82607480270083,1,5.23044892137827,"Republic of Venice IV"
"199","Upper Egypt","EgBadar",2.77742682238931,NA,NA,1.5,0,2,2,4,5,1.11394335230684,0.77069118018701,1.79588001734408,"Badarian"
"205","Upper Egypt","EgNaqa1",2.39619934709574,NA,1.09691001300806,1.5,0,3,4,4,6.5,1.24303804868629,0.783421784179934,2.09691001300806,"Naqada I"
"206","Upper Egypt","EgNaqa1",2.39619934709574,NA,3.79588001734408,1.5,0,3,4,4,6.5,1.24303804868629,0.785478266363407,3.17609125905568,"Naqada I"
"207","Upper Egypt","EgNaqa1",2.39619934709574,4.11394335230684,3.79588001734408,2,0,3,4,4,6.5,1.24303804868629,0.787534748546879,4.11394335230684,"Naqada I"
"208","Upper Egypt","EgNaqa2",2.39619934709574,4.11394335230684,4.09691001300806,2.5,0.5,3,6.5,6,11,1.43136376415899,0.789591230730351,4,"Naqada II"
"209","Upper Egypt","EgNaqa2",2.39619934709574,4.69897000433602,4.09691001300806,2.5,1,3,6.5,6,12,1.45484486000851,0.791647712913824,4,"Naqada II"
"210","Upper Egypt","EgNaqa3",2.29885307640971,4.69897000433602,3.8750612633917,2.5,1.5,5,7,6,14,1.52504480703685,0.793704195097296,4,"Egypt - Dynasty 0"
"212","Upper Egypt","EgDyn1*",2.29885307640971,6,4.90308998699194,4.25,1.5,8,12,9,14.5,1.65321251377534,1.316398313116,4.11394335230684,"Egypt - Dynasty I"
"214","Upper Egypt","EgDyn2*",2.39619934709574,6.06069784035361,5,4.25,1.5,8,11.5,10,18,1.69019608002851,1.32376639499621,4.11394335230684,"Egypt - Dynasty II"
"215","Upper Egypt","EgDyn2*",2.39619934709574,6.06069784035361,5.42651126136457,4.25,1.5,8,11.5,10,18,1.69019608002851,1.32774128127369,4.11394335230684,"Egypt - Dynasty II"
"216","Upper Egypt","EgDyn2*",2.39619934709574,6.06069784035361,5.47712125471966,4.25,1.5,8,11.5,10,18,1.69019608002851,1.33171616755118,4.11394335230684,"Egypt - Dynasty II"
"217","Upper Egypt","EgOldK1",2.47567118832443,6.09691001300806,5.32735893438633,5.75,8.5,8.5,14.5,11.5,20,1.79934054945358,1.33569105382866,4.60205999132796,"Egypt - Classic Old Kingdom"
"220","Upper Egypt","EgOldK2",2.29885307640971,6.17609125905568,5.27300127206374,5.75,8.5,8.5,15.5,11.5,20,1.80617997398389,1.34761571266111,4.60205999132796,"Egypt - Late Old Kingdom"
"222","Upper Egypt","EgRegns",2.12385164096709,NA,4.47712125471966,4.25,9,8,11,12.5,21,1.78887511577542,1.35556548521607,4.47712125471966,"Egypt - Period of the Regions"
"223","Upper Egypt","EgMidKg",2.46982201597816,6.30102999566398,5.37657695705651,5.25,8,9,14,12.5,22,1.81624129999178,1.35954037149356,4.47712125471966,"Egypt - Middle Kingdom"
"224","Upper Egypt","EgMidKg",2.46982201597816,6.30102999566398,5.6159500516564,5.25,8,9,14,12.5,22,1.81624129999178,1.36238419257013,4.47712125471966,"Egypt - Middle Kingdom"
"225","Upper Egypt","EgMidKg",2.46982201597816,6.30102999566398,5.65321251377534,5.25,8,9,14,12.5,22,1.81624129999178,1.3652280136467,4.47712125471966,"Egypt - Middle Kingdom"
"226","Upper Egypt","EgThebH",2.1846914308176,NA,4.17609125905568,5,7.5,7,12,13,26,1.81624129999178,1.36807183472328,4.8750612633917,"Egypt - Thebes-Hyksos Period"
"228","Upper Egypt","EgNKThu",2.40823996531185,6.59383966108127,5.81291335664286,5.25,8.5,9,15,13,25,1.8481891169914,1.37375947687642,4.81291335664286,"Egypt - New Kingdom Thutmosid Period"
"229","Upper Egypt","EgNKThu",2.40823996531185,6.59383966108127,5.95424250943933,5.25,8.5,9,15,13,25,1.8481891169914,1.37660329795299,4.81291335664286,"Egypt - New Kingdom Thutmosid Period"
"230","Upper Egypt","EgNKThu",2.40823996531185,6.59383966108127,6,5.25,8.5,9,15,13,25,1.8481891169914,1.37944711902957,4.81291335664286,"Egypt - New Kingdom Thutmosid Period"
"231","Upper Egypt","EgNKRam",2.34635297445064,6.39794000867204,5.87273882747267,5.25,8.5,9,15,13,27,1.86033800657099,1.38229094010614,5.43933269383026,"Egypt - New Kingdom Ramesside Period"
"232","Upper Egypt","EgNKRam",2.34635297445064,6.39794000867204,5.75358305889291,5.25,8.5,9,15,13,27,1.86033800657099,1.38513476118271,5.43933269383026,"Egypt - New Kingdom Ramesside Period"
"233","Upper Egypt","EgThebL",2.48995847942483,NA,5.32221929473392,5,7,9,15,13,24,1.83250891270624,1.38797858225929,5.07918124604763,"Egypt - Thebes-Libyan Period"
"234","Upper Egypt","EgThebL",2.48995847942483,NA,5.32221929473392,5,7,9,15,13,24,1.83250891270624,1.38962670583776,5,"Egypt - Thebes-Libyan Period"
"236","Upper Egypt","SdKusht",2.01703333929878,6.43933269383026,5.81291335664286,4.75,6,9,15,13,27,1.84509804001426,1.39292295299469,4.81291335664286,"Egypt - Kushite Period"
"237","Upper Egypt","EgSaite",2.11058971029925,6.3324384599156,5.54406804435028,4.75,9,9,15,13,26,1.85733249643127,1.39457107657316,4.69897000433602,"Egypt - Saite Period"
"239","Upper Egypt","EgIntOc",1.78532983501077,6.43933269383026,5.74036268949424,4.5,6.5,11,18,13,28,1.88366143515362,1.3978673237301,4.8750612633917,"Egypt - Inter-Occupation Period"
"240","Upper Egypt","EgPtol1",1.93951925261862,6.84509804001426,6,6,10,11,20,11.5,32,1.92685670894969,1.39951544730857,5.11394335230684,"Ptolemaic Kingdom I"
"241","Upper Egypt","EgPtol2",2.26717172840301,6.60205999132796,5.92064500140679,6,9,11,20,11.5,32,1.9216864754836,1.40116357088704,5.47712125471966,"Ptolemaic Kingdom II"
"242","Upper Egypt","EgPtol2",2.26717172840301,6.51188336097887,5.57170883180869,6,9,11,20,11.5,32,1.9216864754836,1.4028116944655,5.69897000433602,"Ptolemaic Kingdom II"
"252","Upper Egypt","EgTulIk",2.00432137378264,6.81291335664286,5.95424250943933,5.5,6,11,18,14,35,1.92427928606188,1.40969503411676,5.17609125905568,"Egypt - Tulunid-Ikhshidid Period"
"253","Upper Egypt","TnFatim",2.30102999566398,7.13033376849501,6.14612803567824,6,12,11.5,17.5,14,34,1.94939000664491,1.41027672479151,5.07918124604763,"Fatimid Caliphate"
"254","Upper Egypt","TnFatim",2.30102999566398,6.60205999132796,5.80002935924413,6,11,11.5,17.5,14,34,1.94448267215017,1.41027672479151,5.07918124604763,"Fatimid Caliphate"
"255","Upper Egypt","EgAyyub",1.94448267215017,6.96614173273903,6.2027606873932,5,9,10,18,14,35,1.93449845124357,1.41027672479151,5.30102999566398,"Ayyubid Sultanate"
"256","Upper Egypt","EgMamBh",1.93951925261862,6.74036268949424,6.32221929473392,6.75,9,11.5,18,14,35,1.94200805302231,1.41027672479151,5.54406804435028,"Egypt - Mamluk Sultanate I"
"257","Upper Egypt","EgMamCP",1.79934054945358,6.54406804435028,6.32221929473392,6.75,9,11.5,18,14,35,1.94200805302231,1.41027672479151,5.39794000867204,"Egypt - Mamluk Sultanate II"
"258","Upper Egypt","EgMamBu",2.01703333929878,6.50514997831991,6.32221929473392,6.75,9,11.5,18,14,37,1.95182303531591,1.41027672479151,5.43933269383026,"Egypt - Mamluk Sultanate III"
"261","Niger Inland Delta","MlJeJe1",2.47567118832443,2.39794000867204,NA,1,1,1,1,0,4.5,0.8750612633917,0.462198968734875,2.09691001300806,"Jenne-jeno I"
"264","Niger Inland Delta","MlJeJe2",2.54282542695918,3.39794000867204,3,1.75,1,1,2,0,4.5,0.929418925714293,0.467882081076792,3.09691001300806,"Jenne-jeno II"
"267","Niger Inland Delta","MlJeJe3",2.69810054562339,4.25527250510331,3.04139268515822,2.25,1,5,2,0,4.5,1.09691001300806,0.470891967681424,3.8750612633917,"Jenne-jeno III"
"272","Niger Inland Delta","MlJeJe4",1.99563519459755,4.43933269383026,3.04139268515822,2,2,6,3.5,0,12,1.37106786227174,0.475908445355811,4.39794000867204,"Jenne-jeno IV"
"273","Niger Inland Delta","MrWagdM",1.88649072517248,6.05115252244738,5.57403126772772,4,7.5,6,4.5,2.5,21,1.61804809671209,0.476911740890688,4.24303804868629,"Ghana Empire I"
"274","Niger Inland Delta","MrWagdL",2.00860017176192,6.09691001300806,5.57403126772772,4,8.5,7,14,12.5,21.5,1.80277372529198,0.476911740890688,4.24303804868629,"Ghana Empire II"
"276","Niger Inland Delta","MlMali*",2.24303804868629,6.65321251377534,6.25527250510331,4.25,8,7,16,6.5,24,1.78887511577542,0.476911740890688,4.16136800223498,"Mali Empire"
"277","Niger Inland Delta","MlMali*",2.24303804868629,6.65321251377534,6.25527250510331,4.25,8,7,16,12.5,24,1.82930377283102,0.476911740890688,4.16136800223498,"Mali Empire"
"278","Niger Inland Delta","MlSong2",1.98677173426624,6.65321251377534,5.81291335664286,4.25,10,7,17,13,19,1.81954393554187,0.476911740890688,4.77815125038364,"Songhai Empire - Askiya Dynasty"
"279","Niger Inland Delta","MaSaadi",1.43136376415899,6.39794000867204,5.67760695272049,4.5,8,5,15,13,32,1.86332286012046,0.50552644534413,5.09691001300806,"Saadi Sultanate"
"280","Niger Inland Delta","MlSegou",1.85125834871908,6.30102999566398,5.39794000867204,3,1,0,2,8,30,1.61278385671974,0.534141149797571,NA,"Segou Kingdom"
"281","Niger Inland Delta","MlBaman",2.02530586526477,6.54406804435028,5.60205999132796,4.5,6,1,8,9,31,1.74036268949424,0.562755854251012,4.47712125471966,"Bamana kingdom"
"282","Ghanaian Coast","GhAshnE",2.30102999566398,NA,NA,3.5,2,3,5,9.5,14,1.52504480703685,3.25137308036374,NA,"Akan - Pre-Ashanti"
"283","Ghanaian Coast","GhAshnE",2.30102999566398,NA,NA,3.5,2,3,5,9.5,20,1.59659709562646,3.22402882980721,NA,"Akan - Pre-Ashanti"
"284","Ghanaian Coast","GhAshnL",2.28555730900777,NA,NA,5,5,5,12,9.5,19,1.70329137811866,3.19668457925069,4.25527250510331,"Ashanti Empire"
"285","Southern Mesopotamia","IqSoNeo",3.54394394248291,NA,NA,1.5,0,0,0,0,0,-Inf,0.0445252777480388,NA,"Southern Mesopotamia Neolithic"
"320","Southern Mesopotamia","IqUbaid",3.11360915107303,NA,NA,2,0,3,3,0,2,0.903089986991944,0.238142604475757,3,"Ubaid"
"333","Southern Mesopotamia","IqUruk*",3.07918124604762,4.46642272243379,3.31175386105575,4,0,4,6,0,12,1.34242268082221,0.240213976144885,4.13033376849501,"Uruk"
"340","Southern Mesopotamia","IqUruk*",3.07918124604762,4.49345805099519,3.27875360095283,4,0,4,6,0,12,1.34242268082221,0.240227003639659,4.65321251377534,"Uruk"
"346","Southern Mesopotamia","IqEDyn*",2.73957234445009,4.72631961211078,4.02938377768521,5,1,3,8,1,18,1.49136169383427,0.773302460789616,NA,"Early Dynastic"
"352","Southern Mesopotamia","IqAkkad",2.30102999566398,NA,5.86033800657099,4.75,7,9,14,4.5,20.5,1.74036268949424,0.774434153596539,4.47712125471966,"Akkadian Empire"
"353","Southern Mesopotamia","IqAkkad",2.30102999566398,NA,5.86033800657099,4.75,7,9,14,4.5,20.5,1.74036268949424,0.774622769064359,4.47712125471966,"Akkadian Empire"
"354","Southern Mesopotamia","IqUrIII",2.03342375548695,5.30102999566398,NA,4,4,5,9,6.5,27,1.71180722904119,0.774811384532179,5.30102999566398,"Ur - Dynasty III"
"355","Southern Mesopotamia","IqIsinL",2.03342375548695,NA,NA,4,7,6,12,4.5,21,1.70329137811866,0.775,5.30102999566398,"Isin-Larsa"
"357","Southern Mesopotamia","IqBabAm",2.47421626407626,NA,5.65321251377534,5,3,7,7,5,21,1.63346845557959,0.774203623580314,NA,"Amorite Babylonia"
"360","Southern Mesopotamia","IqBabKs",2.64443858946784,NA,5.35218251811136,3.5,5,5,15,5,21,1.70757017609794,0.773009058950784,NA,"Kassite Babylonia"
"364","Southern Mesopotamia","IqIsin2",2.10037054511756,NA,NA,3.75,4,5,15,5,23,1.7160033436348,0.771416306111411,NA,"Second Dynasty of Isin"
"365","Southern Mesopotamia","IqBazi*",1.39794000867204,NA,NA,4,2,5,14,5,23,1.69019608002851,0.771018117901568,NA,"Bazi Dynasty"
"366","Southern Mesopotamia","IqDynE*",2.39269695325967,NA,NA,4,3,5,8,5,19,1.60205999132796,0.771395348837209,NA,"Dynasty of E"
"368","Southern Mesopotamia","IqNAssr",2.00860017176192,NA,6.14612803567824,4.75,5,7,10,7,27,1.7481880270062,0.772149810708491,5.07918124604763,"Neo-Assyrian Empire"
"369","Southern Mesopotamia","IqNeoBb",1.93951925261862,NA,5.90308998699194,5.5,3,7,14,7,30,1.78532983501077,0.772527041644132,NA,"Neo-Babylonian Empire"
"376","Southern Mesopotamia","IrPart2",2.25042000230889,6.67669360962487,6.27875360095283,5,7.5,11,15,3,33,1.84198480459011,0.775251487290427,5.60205999132796,"Parthian Empire II"
"377","Southern Mesopotamia","IrPart2",2.25042000230889,6.69897000433602,6.25527250510331,5,7.5,11,15,3,33,1.84198480459011,0.775712547322877,4.47712125471966,"Parthian Empire II"
"382","Southern Mesopotamia","SyCalUm",1.94448267215017,7.44715803134222,6.95424250943933,5.75,6.5,11,18,14,33,1.91645394854993,0.778017847485127,5.47712125471966,"Umayyad Caliphate"
"383","Southern Mesopotamia","IqAbbs1",2.06818586174616,7.44715803134222,6.91907809237607,6,6,12,18,14,33,1.91907809237607,0.778478907517577,5.84509804001426,"Abbasid Caliphate I"
"384","Southern Mesopotamia","IqAbbs1",2.06818586174616,7,6,6,6,12,18,14,33,1.91907809237607,0.778939967550027,5.77815125038364,"Abbasid Caliphate I"
"387","Southern Mesopotamia","IqAbbs2",1.20411998265592,6.5910646070265,5.8750612633917,4.75,7,6,16,14,35,1.89209460269048,0.779401027582477,6,"Abbasid Caliphate II"
"394","Susiana","IrPrCer",2.77742682238931,NA,NA,1,0,1,0,0,5,0.778151250383644,0.106799050065955,2.57403126772772,"Pre-Ceramic Period"
"400","Susiana","IrForma",2.29885307640971,NA,NA,1,0,1,0,0,6,0.845098040014257,0.140732153008694,2.57403126772772,"Formative Period"
"402","Susiana","IrArcha",2.99956548822598,NA,NA,1,0,1,1,0,6,0.903089986991944,0.169276010224665,2.64097805735833,"Susiana - Muhammad Jaffar"
"412","Susiana","IrKhzE*",2.47567118832443,NA,NA,1,0,1.5,0,0,7,0.929418925714293,0.23586279289024,2.64097805735833,"Susiana A"
